,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
390,2021,SE,FT,Data Analyst,115000,USD,115000,US,100,US,S
391,2022,SE,FT,Data Analyst,171000,USD,171000,US,100,AU,L
392,2022,MI,FT,Data Analyst,150000,USD,150000,US,0,US,M
393,2022,MI,FT,Data Analyst,100000,USD,100000,US,0,US,M
394,2022,MI,FT,Data Analyst,165000,USD,165000,US,0,US,M
395,2022,MI,FT,Data Analyst,124000,USD,124000,US,0,US,M
396,2022,SE,FT,Data Analyst,169000,USD,169000,US,0,US,M
397,2022,SE,FT,Data Analyst,110600,USD,110600,US,0,US,M
398,2022,SE,FT,Data Analyst,116000,USD,116000,US,100,US,M
399,2022,SE,FT,Data Analyst,96000,USD,96000,US,100,US,M
400,2022,SE,FT,Data Analyst,75000,GBP,92350,GB,0,GB,M
401,2022,SE,FT,Data Analyst,57000,GBP,70186,GB,0,GB,M
402,2022,SE,FT,Data Analyst,105000,USD,105000,US,0,US,M
403,2022,SE,FT,Data Analyst,70000,USD,70000,US,0,US,M
404,2022,SE,FT,Data Analyst,100000,USD,100000,US,0,US,M
405,2022,SE,FT,Data Analyst,70000,USD,70000,US,0,US,M
406,2022,SE,FT,Data Analyst,130000,USD,130000,US,0,US,M
407,2022,SE,FT,Data Analyst,100000,USD,100000,US,0,US,M
408,2022,MI,FT,Data Analyst,160000,USD,160000,US,0,US,M
409,2022,MI,FT,Data Analyst,109000,USD,109000,US,0,US,M
410,2022,MI,FT,Data Analyst,206000,USD,206000,US,0,US,M
411,2022,MI,FT,Data Analyst,160000,USD,160000,US,0,US,M
412,2022,MI,FT,Data Analyst,150000,USD,150000,US,0,US,M
413,2022,MI,FT,Data Analyst,100000,USD,100000,US,0,US,M
414,2022,SE,FT,Data Analyst,169000,USD,169000,US,0,US,M
415,2022,SE,FT,Data Analyst,110600,USD,110600,US,0,US,M
416,2022,MI,FT,Data Analyst,80000,USD,80000,US,100,US,L
417,2022,MI,FT,BI Data Analyst,100000,EUR,105066,FR,50,FR,M
418,2022,SE,FT,Data Analyst,130000,USD,130000,US,0,US,M
419,2022,SE,FT,Data Analyst,100000,USD,100000,US,0,US,M
420,2022,MI,FT,Data Analyst,165000,USD,165000,US,0,US,M
421,2022,MI,FT,Data Analyst,124000,USD,124000,US,0,US,M
422,2022,MI,FT,Data Analyst,150000,USD,150000,US,0,US,M
423,2022,MI,FT,Data Analyst,100000,USD,100000,US,0,US,M
424,2022,MI,FT,Data Analyst,100000,USD,100000,CA,0,CA,M
425,2022,MI,FT,Data Analyst,65000,USD,65000,CA,0,CA,M
426,2022,SE,FT,Data Analyst,177000,USD,177000,US,0,US,M
427,2022,SE,FT,Data Analyst,131000,USD,131000,US,0,US,M
428,2022,SE,FT,Data Analyst,169000,USD,169000,US,0,US,M
429,2022,SE,FT,Data Analyst,110600,USD,110600,US,0,US,M
430,2022,MI,FT,Data Analyst,150000,USD,150000,US,0,US,M
431,2022,MI,FT,Data Analyst,100000,USD,100000,US,0,US,M
432,2022,SE,FT,Data Analyst,110000,USD,110000,US,0,US,M
433,2022,SE,FT,Data Analyst,95000,USD,95000,US,0,US,M
434,2022,SE,FT,Data Analyst,169000,USD,169000,US,0,US,M
435,2022,SE,FT,Data Analyst,110600,USD,110600,US,0,US,M
436,2022,SE,FT,Data Analyst,115934,USD,115934,US,100,US,M
437,2022,SE,FT,Data Analyst,81666,USD,81666,US,100,US,M
438,2022,EN,PT,BI Analyst,12000,USD,12000,MX,100,US,L
439,2022,SE,FT,Data Analyst,154560,USD,154560,US,0,US,M
440,2022,SE,FT,Data Analyst,123648,USD,123648,US,0,US,M
441,2022,SE,FT,Data Analyst,130000,USD,130000,US,0,US,M
442,2022,SE,FT,Data Analyst,100000,USD,100000,US,0,US,M
443,2022,SE,FT,Data Analyst,130000,USD,130000,US,0,US,M
444,2022,SE,FT,Data Analyst,105000,USD,105000,US,0,US,M
445,2022,MI,FT,Data Analyst,206000,USD,206000,US,0,US,M
446,2022,MI,FT,Data Analyst,160000,USD,160000,US,0,US,M
447,2022,MI,FT,Data Analyst,109000,USD,109000,US,0,US,M
448,2022,MI,FT,Data Analyst,79000,USD,79000,US,0,US,M
449,2022,MI,FT,Data Analyst,160000,USD,160000,US,0,US,M
450,2022,MI,FT,Data Analyst,109000,USD,109000,US,0,US,M
451,2022,SE,FT,Data Analyst,127000,USD,127000,US,100,US,M
452,2022,SE,FT,Data Analyst,110000,USD,110000,US,100,US,M
453,2022,SE,FT,Data Analyst,169000,USD,169000,US,0,US,M
454,2022,SE,FT,Data Analyst,110600,USD,110600,US,0,US,M
455,2022,MI,FT,Data Analyst,150000,USD,150000,US,100,US,M
456,2022,MI,FT,Data Analyst,100000,USD,100000,US,100,US,M
457,2022,SE,FT,Data Analyst,120000,USD,120000,US,0,US,M
458,2022,SE,FT,Data Analyst,95000,USD,95000,US,0,US,M
459,2022,EN,FT,Data Analyst,64000,USD,64000,US,100,US,L
460,2022,SE,FT,Data Analyst,150000,USD,150000,US,0,US,M
461,2022,SE,FT,Data Analyst,127000,USD,127000,US,0,US,M
462,2022,EN,FT,BI Analyst,76000,USD,76000,US,50,US,L
463,2022,SE,FT,Data Analyst,166700,USD,166700,US,0,US,M
464,2022,SE,FT,Data Analyst,119000,USD,119000,US,0,US,M
465,2022,SE,FT,Data Analyst,130000,USD,130000,US,0,US,M
466,2022,SE,FT,Data Analyst,100000,USD,100000,US,0,US,M
467,2022,SE,FT,Data Analyst,80000,USD,80000,US,0,US,M
468,2022,SE,FT,Data Analyst,52500,USD,52500,US,0,US,M
469,2022,SE,FT,Data Analyst,135000,USD,135000,US,100,US,M
470,2022,SE,FT,Data Analyst,100000,USD,100000,US,100,US,M
471,2022,EN,PT,Data Analyst,125404,USD,125404,CN,50,US,S
472,2022,SE,FT,Data Operations Analyst,123000,USD,123000,US,0,US,M
473,2022,SE,FT,Data Operations Analyst,92250,USD,92250,US,0,US,M
474,2022,MI,FT,Data Analyst,80000,USD,80000,US,0,US,M
475,2022,MI,FT,Data Analyst,52500,USD,52500,US,0,US,M
476,2022,SE,FT,Data Analyst,48000,EUR,50432,ES,0,ES,M
477,2022,SE,FT,Data Analyst,35000,EUR,36773,ES,0,ES,M
478,2022,SE,FT,Data Analyst,150000,USD,150000,US,0,US,M
479,2022,SE,FT,Data Analyst,95000,USD,95000,US,0,US,M
480,2022,MI,FT,BI Analyst,78000,USD,78000,BR,100,BR,M
481,2022,MI,FT,BI Analyst,48000,USD,48000,BR,100,BR,M
482,2022,SE,FT,Data Analyst,175950,USD,175950,US,100,US,M
483,2022,SE,FT,Data Analyst,130050,USD,130050,US,100,US,M
484,2022,SE,FT,Data Analyst,236600,USD,236600,US,100,US,M
485,2022,SE,FT,Data Analyst,89200,USD,89200,US,100,US,M
486,2022,SE,FT,Marketing Data Analyst,200000,USD,200000,GB,100,GB,S
487,2022,SE,FT,Data Analyst,169000,USD,169000,US,0,US,M
488,2022,SE,FT,Data Analyst,110600,USD,110600,US,0,US,M
489,2022,MI,FT,Data Analyst,85000,USD,85000,US,0,US,M
490,2022,MI,FT,Data Analyst,65000,USD,65000,US,0,US,M
491,2022,SE,FT,Data Analyst,169000,USD,169000,US,0,US,M
492,2022,SE,FT,Data Analyst,110600,USD,110600,US,0,US,M
493,2022,SE,FT,Data Analyst,139600,USD,139600,US,0,US,M
494,2022,SE,FT,Data Analyst,85700,USD,85700,US,0,US,M
495,2022,SE,FT,Data Analyst,115000,USD,115000,US,100,US,M
496,2022,SE,FT,Data Analyst,95000,USD,95000,US,100,US,M
497,2022,MI,FT,Data Analyst,105000,USD,105000,US,0,US,M
498,2022,MI,FT,Data Analyst,62000,USD,62000,US,0,US,M
499,2022,EN,FT,BI Data Analyst,57000,USD,57000,US,100,US,L
500,2022,SE,FT,Data Analyst,115934,USD,115934,US,100,US,M
501,2022,SE,FT,Data Analyst,81666,USD,81666,US,100,US,M
502,2022,SE,FT,Data Analyst,48000,EUR,50432,ES,0,ES,M
503,2022,SE,FT,Data Analyst,35000,EUR,36773,ES,0,ES,M
504,2022,SE,FT,BI Analyst,200000,USD,200000,NG,100,NG,S
505,2022,SE,CT,Data Analyst,90000,USD,90000,US,100,US,M
506,2022,MI,FT,BI Data Analyst,65000,AUD,45050,AU,50,AU,L
507,2021,EN,FT,Data Analyst,56000,AUD,42028,AU,50,AU,L
508,2022,EN,FT,Data Analyst,20000,USD,20000,CR,50,US,M
509,2022,SE,FT,Data Analyst,99750,USD,99750,US,100,US,M
510,2022,SE,FT,Data Analyst,68400,USD,68400,US,100,US,M
511,2022,SE,FT,Data Analyst,110000,USD,110000,US,0,US,M
512,2022,SE,FT,Data Analyst,99000,USD,99000,US,0,US,M
513,2022,SE,FT,Data Analyst,48000,EUR,50432,ES,0,ES,M
514,2022,SE,FT,Data Analyst,35000,EUR,36773,ES,0,ES,M
515,2022,MI,FT,Business Data Analyst,150000,USD,150000,US,100,US,L
516,2022,SE,FT,Data Analyst,144000,USD,144000,US,100,US,M
517,2022,SE,FT,Data Analyst,113000,USD,113000,US,100,US,M
518,2022,EN,FT,BI Data Analyst,633000,INR,8050,IN,100,IN,M
519,2022,EN,FT,Business Data Analyst,50000,USD,50000,IN,100,AS,L
520,2022,EN,FT,Data Analyst,40300,BRL,7799,BR,100,BR,L
521,2022,MI,FT,Data Analyst,136000,USD,136000,US,100,US,M
522,2022,MI,FT,Data Analyst,112000,USD,112000,US,100,US,M
523,2022,MI,FT,Data Analyst,97500,USD,97500,US,100,US,L
524,2022,EN,FT,Data Analyst,500000,INR,6359,FR,100,IN,L
525,2022,MI,FT,Financial Data Analyst,75000,USD,75000,US,0,US,M
526,2022,SE,FT,Data Analyst,115000,USD,115000,US,0,US,L
527,2022,SE,FT,Data Operations Analyst,81000,USD,81000,US,100,US,M
528,2022,SE,FT,Data Operations Analyst,66000,USD,66000,US,100,US,M
529,2022,EN,FT,Data Analyst,46000,USD,46000,US,100,US,L
530,2022,MI,FT,Data Analyst,113000,USD,113000,US,0,US,L
531,2022,MI,FT,Product Data Analyst,140000,USD,140000,US,100,US,M
532,2021,SE,FT,Data Analyst,50000,USD,50000,PH,100,PH,S
533,2022,MI,FT,BI Data Analyst,77000,AUD,53368,AU,100,AU,M
534,2022,EN,FT,BI Data Analyst,32400,BRL,6270,BR,100,BR,L
535,2022,SE,FT,Data Analyst,216200,USD,216200,US,0,US,M
536,2022,SE,FT,Data Analyst,144100,USD,144100,US,0,US,M
537,2022,SE,FT,Data Analyst,117000,USD,117000,US,100,US,M
538,2022,SE,FT,Data Analyst,99450,USD,99450,US,100,US,M
539,2022,SE,FT,Data Analyst,70000,GBP,86193,GB,0,GB,M
540,2022,SE,FT,Data Analyst,50000,GBP,61566,GB,0,GB,M
541,2022,SE,FT,Data Analyst,175000,USD,175000,US,100,US,M
542,2022,SE,FT,Data Analyst,130000,USD,130000,US,100,US,M
543,2022,MI,FT,Data Analyst,450000,INR,5723,IN,100,IN,S
544,2022,MI,FT,BI Data Analyst,48000,EUR,50432,DE,100,DE,S
545,2022,EN,FT,Data Analyst,50000,USD,50000,AR,100,AR,L
546,2022,MI,FT,Data Analyst,216200,USD,216200,US,0,US,M
547,2022,MI,FT,Data Analyst,144100,USD,144100,US,0,US,M
548,2022,EN,FT,Data Analyst,150000,USD,150000,US,100,US,L
549,2022,EN,FT,Data Analyst,55000,USD,55000,US,100,US,S
550,2022,MI,FT,Data Analyst,130000,USD,130000,US,100,US,M
551,2022,EN,FT,Data Analyst,27000,EUR,28368,FR,50,FR,M
552,2022,SE,FT,Data Analyst,128875,USD,128875,US,100,US,M
553,2022,SE,FT,Data Analyst,93700,USD,93700,US,100,US,M
554,2022,SE,FT,Data Analyst,136260,USD,136260,US,100,US,M
555,2022,SE,FT,Data Analyst,109280,USD,109280,US,100,US,M
556,2022,SE,FT,Data Analyst,117000,USD,117000,US,100,US,M
557,2022,SE,FT,Data Analyst,99450,USD,99450,US,100,US,M
558,2022,SE,FT,Business Data Analyst,100000,USD,100000,US,100,US,L
559,2022,MI,FT,Data Analyst,90000,SGD,65257,SG,50,SG,M
560,2022,SE,FT,Data Analyst,150075,USD,150075,US,100,US,M
561,2022,SE,FT,Data Analyst,110925,USD,110925,US,100,US,M
562,2020,EN,FT,Data Analyst,20000,EUR,22809,PT,100,PT,M
563,2022,EN,FT,Data Analyst,15000,USD,15000,ID,0,ID,L
564,2022,SE,FT,Data Analyst,112900,USD,112900,US,0,US,M
565,2022,SE,FT,Data Analyst,90320,USD,90320,US,0,US,M
566,2022,SE,FT,Data Analyst,112900,USD,112900,US,100,US,M
567,2022,SE,FT,Data Analyst,90320,USD,90320,US,100,US,M
568,2022,SE,FT,Data Analyst,115934,USD,115934,US,0,US,M
569,2022,SE,FT,Data Analyst,81666,USD,81666,US,0,US,M
570,2022,SE,FT,Data Analyst,164000,USD,164000,US,0,US,M
571,2022,SE,FT,Data Analyst,132000,USD,132000,US,0,US,M
572,2022,SE,FT,Data Analyst,128875,USD,128875,US,100,US,M
573,2022,SE,FT,Data Analyst,93700,USD,93700,US,100,US,M
574,2022,MI,FT,Data Analyst,40000,GBP,49253,GB,100,GB,M
575,2022,MI,FT,Data Analyst,30000,GBP,36940,GB,100,GB,M
576,2022,MI,FT,Data Analyst,40000,EUR,42026,ES,100,ES,M
577,2022,MI,FT,Data Analyst,30000,EUR,31520,ES,100,ES,M
578,2022,MI,FT,Data Analyst,40000,EUR,42026,GR,100,GR,M
579,2022,MI,FT,Data Analyst,30000,EUR,31520,GR,100,GR,M
580,2022,MI,FT,Data Analyst,58000,USD,58000,US,0,US,S
581,2022,MI,FT,Data Analyst,58000,USD,58000,US,0,US,S
582,2022,SE,FT,Data Analyst,124190,USD,124190,US,100,US,M
583,2022,SE,FT,Data Analyst,90320,USD,90320,US,100,US,M
584,2022,MI,FT,Data Analyst,126500,USD,126500,US,0,US,M
585,2022,MI,FT,Data Analyst,106260,USD,106260,US,0,US,M
586,2022,SE,FT,Data Analyst,116000,USD,116000,US,0,US,M
587,2022,SE,FT,Data Analyst,99000,USD,99000,US,0,US,M
588,2022,SE,FT,Data Analyst,155000,USD,155000,US,100,US,M
589,2022,SE,FT,Data Analyst,120600,USD,120600,US,100,US,M
590,2022,SE,FT,Data Analyst,102100,USD,102100,US,100,US,M
591,2022,SE,FT,Data Analyst,84900,USD,84900,US,100,US,M
592,2022,EX,FT,Data Analyst,130000,USD,130000,US,100,US,M
593,2022,EX,FT,Data Analyst,110000,USD,110000,US,100,US,M
594,2022,SE,FT,Data Analyst,170000,USD,170000,US,100,US,M
595,2022,SE,FT,Data Analyst,135000,USD,135000,US,100,US,M
596,2022,SE,FT,Data Analyst,130000,USD,130000,CA,100,CA,M
597,2022,SE,FT,Data Analyst,61300,USD,61300,CA,100,CA,M
598,2022,SE,FT,Data Analyst,130000,USD,130000,CA,100,CA,M
599,2022,SE,FT,Data Analyst,61300,USD,61300,CA,100,CA,M
600,2022,MI,FT,Data Analyst,167000,USD,167000,US,100,US,M
601,2022,MI,FT,Data Analyst,115500,USD,115500,US,100,US,M
602,2022,SE,FT,Data Analyst,112900,USD,112900,US,100,US,M
603,2022,SE,FT,Data Analyst,90320,USD,90320,US,100,US,M
604,2022,SE,FT,Data Analyst,112900,USD,112900,US,100,US,M
605,2022,SE,FT,Data Analyst,90320,USD,90320,US,100,US,M
606,2022,SE,FT,Data Analyst,136600,USD,136600,US,100,US,M
607,2022,SE,FT,Data Analyst,109280,USD,109280,US,100,US,M
608,2022,SE,FT,Data Analyst,116150,USD,116150,US,100,US,M
609,2022,SE,FT,Data Analyst,99050,USD,99050,US,100,US,M
610,2022,SE,FT,Data Analyst,112900,USD,112900,US,100,US,M
611,2022,SE,FT,Data Analyst,90320,USD,90320,US,100,US,M
612,2022,MI,FT,Data Analyst,85000,USD,85000,CA,0,CA,M
613,2022,MI,FT,Data Analyst,75000,USD,75000,CA,0,CA,M
614,2022,SE,FT,Data Analyst,115934,USD,115934,US,100,US,M
615,2022,SE,FT,Data Analyst,81666,USD,81666,US,100,US,M
616,2022,MI,FT,Data Analyst,50000,GBP,61566,GB,0,GB,M
617,2022,MI,FT,Data Analyst,35000,GBP,43096,GB,0,GB,M
618,2022,SE,FT,Data Analyst,80000,USD,80000,US,100,US,M
619,2022,SE,FT,Data Analyst,60000,USD,60000,US,100,US,M
620,2022,SE,FT,Data Analyst,170000,USD,170000,US,100,US,M
621,2022,SE,FT,Data Analyst,150000,USD,150000,US,100,US,M
622,2022,EN,FT,Data Analyst,67000,USD,67000,CA,0,CA,M
623,2022,EN,FT,Data Analyst,52000,USD,52000,CA,0,CA,M
624,2022,SE,FT,Data Analyst,129000,USD,129000,US,0,US,M
625,2022,SE,FT,Data Analyst,99000,USD,99000,US,0,US,M
626,2022,SE,FT,Data Analyst,100000,USD,100000,US,100,US,M
627,2022,SE,FT,Data Analyst,69000,USD,69000,US,100,US,M
628,2022,SE,FT,Data Analyst,150075,USD,150075,US,100,US,M
629,2022,SE,FT,Data Analyst,110925,USD,110925,US,100,US,M
630,2022,SE,FT,Data Analyst,126500,USD,126500,US,100,US,M
631,2022,SE,FT,Data Analyst,106260,USD,106260,US,100,US,M
632,2022,SE,FT,Data Analyst,105000,USD,105000,US,100,US,M
633,2022,SE,FT,Data Analyst,100000,USD,100000,US,100,US,M
634,2022,SE,FT,Data Analyst,170000,USD,170000,US,100,US,M
635,2022,SE,FT,Data Analyst,135000,USD,135000,US,100,US,M
636,2022,MI,FT,Data Analyst,135000,USD,135000,US,100,US,M
637,2022,MI,FT,Data Analyst,50000,USD,50000,US,100,US,M
638,2022,MI,FT,Business Data Analyst,1400000,INR,17805,IN,100,IN,M
639,2022,MI,FT,Business Data Analyst,90000,CAD,69133,CA,50,CA,L
640,2022,MI,FT,Data Analyst,20000,USD,20000,GR,100,GR,S
641,2022,MI,FT,Principal Data Analyst,75000,USD,75000,CA,100,CA,S
642,2020,MI,FT,Product Data Analyst,20000,USD,20000,HN,0,HN,S
643,2021,MI,FT,Data Analyst,135000,USD,135000,US,100,US,L
644,2021,MI,FT,Data Analyst,90000,USD,90000,US,100,US,M
645,2022,EN,FT,Financial Data Analyst,100000,USD,100000,US,50,US,L
646,2021,EN,PT,Data Analyst,8760,EUR,10354,ES,50,ES,M
647,2021,EN,FT,Data Analyst,50000,USD,50000,US,100,US,M
648,2021,EN,FT,BI Data Analyst,55000,USD,55000,US,50,US,S
649,2020,MI,FT,Data Analyst,41000,EUR,46759,FR,50,FR,L
650,2021,EN,FT,Data Analyst,90000,USD,90000,US,100,US,S
651,2021,EN,FT,Data Analyst,60000,USD,60000,US,100,US,S
652,2021,EN,FT,Data Analyst,50000,EUR,59102,FR,50,FR,M
653,2021,SE,FT,Data Analyst,80000,USD,80000,BG,100,US,S
654,2020,EN,FT,Data Analyst,10000,USD,10000,NG,100,NG,S
655,2021,SE,FT,Lead Data Analyst,170000,USD,170000,US,100,US,L
656,2021,EN,FT,Data Analyst,80000,USD,80000,US,100,US,M
657,2021,MI,FT,BI Data Analyst,100000,USD,100000,US,100,US,M
658,2021,EX,FT,BI Data Analyst,150000,USD,150000,IN,100,US,L
659,2021,SE,FT,Marketing Data Analyst,75000,EUR,88654,GR,100,DK,L
660,2021,MI,FT,Data Analyst,37456,GBP,51519,GB,50,GB,L
661,2021,MI,FT,BI Data Analyst,11000000,HUF,36259,HU,50,US,L
662,2021,MI,FT,Data Analyst,93000,USD,93000,US,100,US,L
663,2020,EN,FT,Data Analyst,450000,INR,6072,IN,0,IN,S
664,2021,SE,FT,Principal Data Analyst,170000,USD,170000,US,100,US,M
665,2020,EN,FT,Data Analyst,91000,USD,91000,US,100,US,L
666,2021,MI,FT,Data Analyst,80000,USD,80000,US,100,US,L
667,2021,SE,FT,Data Analyst,200000,USD,200000,US,100,US,L
668,2020,EN,FT,Data Analyst,72000,USD,72000,US,100,US,L
669,2021,SE,FT,Data Analyst,54000,EUR,63831,DE,50,DE,L
670,2021,SE,FT,Data Analyst,90000,CAD,71786,CA,100,CA,M
671,2021,EN,FT,BI Data Analyst,9272,USD,9272,KE,100,KE,S
672,2020,MI,FT,Business Data Analyst,135000,USD,135000,US,100,US,L
673,2020,MI,FT,Lead Data Analyst,87000,USD,87000,US,100,US,L
674,2020,MI,FT,Data Analyst,85000,USD,85000,US,100,US,L
675,2020,MI,FT,Data Analyst,8000,USD,8000,PK,50,PK,L
676,2020,MI,FT,Product Data Analyst,450000,INR,6072,IN,100,IN,L
677,2020,MI,FT,BI Data Analyst,98000,USD,98000,US,0,US,M
678,2021,SE,FT,Finance Data Analyst,45000,GBP,61896,GB,50,GB,L
679,2021,EN,FT,Business Data Analyst,50000,EUR,59102,LU,100,LU,L
680,2021,MI,FT,Lead Data Analyst,1450000,INR,19609,IN,100,IN,L
681,2021,MI,FT,Data Analyst,75000,USD,75000,US,0,US,L
682,2021,MI,FT,Data Analyst,62000,USD,62000,US,0,US,L
683,2020,EN,CT,Business Data Analyst,100000,USD,100000,US,100,US,L
